Cell_ID,Cell_Type,Batch,Condition,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20
Cell_358,B-cell,Batch1,Disease,52.25588714401046,45.88458240371602,55.61046070203137,52.45320339939377,39.7169073950868,38.10148010593666,37.84041896191681,49.53137237003005,41.08338056806204,55.67389891070715,,47.81622700524535,69.40134439825091,73.89130511181631,43.45837147508762,61.858851450674095,54.26673173781853,51.964522115517426,74.38277002756902,
Cell_359,Monocyte,Batch2,Disease,40.3613300234942,49.21714166585034,63.572469445734335,55.75283488349833,58.78168923049106,60.671016101148155,error,50.96199316362256,63.57239428055402,49.46256524597654,56.85410548447829,51.13894591797472,41.91614706507308,38.645239952355645,57.450767610158394,45.5865674334152,47.25031724463287,52.61797847209709,,50.34128501103127
Cell_360,Unknown,Batch3,Healthy,30.143866133694928,54.15298540407716,48.93562015665508,31.46029914180319,37.80909632701527,51.5855567538545,41.01770570144847,54.66314485224023,33.47655023097488,,56.84070120352576,48.44998860585106,51.3387136591882,error,40.333455207850186,42.86686523169228,44.25848888681955,46.02099693453814,55.687799731952865,66.95316525339935
Cell_361,NK,Batch3,Disease,37.73743992995736,47.049312509390965,43.708591610533865,62.48359384739763,73.57076305889905,73.38594492416495,52.078187074415865,60.606330312486804,55.18903772532321,59.14184442980891,66.00286421545715,38.81095543327854,43.64642910860197,54.437688965807084,67.273054306366,44.19028123258273,55.05785990566973,51.39359137245846,,51.435705742954575
Cell_362,Unknown,Batch1,Disease,56.275819307485925,50.56969939726601,63.97461677382847,50.40473097762763,45.417156611191906,37.56266671027055,58.66762432809986,48.96303062715615,48.25315802491798,52.950413528238684,43.78231137850666,60.54450947629168,36.33366690054479,43.15044383968496,25.476368213404687,55.61125828037808,43.31205333952215,,50.99878929070272,69.50268138817742
Cell_363,T-cell,Batch3,Disease,53.33921740477817,54.45098727929333,35.96135187140381,62.60595116859953,56.959755076054954,54.84475613178835,59.30274806822844,46.11868847098104,57.8658168477373,42.46266403108091,59.19481898625388,37.73170476236656,66.0978845291251,52.32534991745372,42.9911093971426,41.18241272023637,63.09780980815426,54.882884300183335,52.056847591301384,55.56767499444144
Cell_364,NK,Batch2,Healthy,50.036793880639664,49.704421028977826,49.19133245692336,47.56330628294464,47.54009877176855,57.90606359364461,30.373877090768243,46.706700908777485,49.61499383683923,41.431513251667354,35.647428271063205,40.95967930999772,64.1642642024577,39.57444772092811,49.676806457305375,52.48414992033483,43.97706556143603,error,,47.984946640465324
Cell_365,Monocyte,Batch2,Healthy,44.49624060616895,47.081846457742394,49.711117493752774,44.47256596793899,39.8332499497825,31.776863335569903,69.67205713447783,44.0385856710524,52.241592054052724,40.901781164534896,54.73628745664985,53.76970767233663,37.80458216579457,60.610208169148805,56.47624630782259,43.10059569383009,50.8736234956313,38.82749030266002,60.16495549380908,56.04992993893578
Cell_366,NK,Batch2,Healthy,49.02140864472442,error,58.99836185487782,55.791193169868606,62.0232557004293,41.193355989595666,67.17591949671045,62.559480822075535,59.93438038413018,57.08880737285526,50.20336432458022,55.6070040805658,39.89579670437012,error,41.323759014680824,58.08638010624766,,44.47020641157029,48.90910155742591,50.49973710026484
Cell_367,T-cell,Batch3,Disease,49.48321990505373,56.15223840059859,35.755308691906066,59.230701330873295,51.47189278618282,,30.21618411802995,57.76654386358262,64.60202114706509,53.72985693421463,56.91927093675605,53.43038279175509,42.85262228097238,60.67267253162227,53.51614292770128,53.07564500154351,42.63398607153169,58.89601485495104,61.4710742710601,43.83553204613625
Cell_368,NK,Batch1,Disease,56.02228702144291,54.25696111848912,49.86568861207924,53.43143521267652,37.79281688468582,48.671032778127035,51.655371392769474,50.26509045744702,51.02020164010011,48.15273100451617,52.79048212145305,60.290608169167925,44.55310733892396,60.53703455057166,56.1276162549413,50.5289129769152,54.04563610535068,61.08684776634964,56.57433023436343,58.561064465018404
Cell_369,B-cell,Batch2,Healthy,62.03894964322095,58.9646311379487,60.63515612658405,47.455109209825956,43.02318033280135,18.225133864625192,53.90748487247718,34.403052004278756,58.99476388596265,44.56709954334728,45.73265538163016,55.58000914493823,33.367871694244975,38.96169983926394,53.096754492388975,62.33078160644289,47.6075445817218,52.06925374582584,43.32612348456067,
Cell_370,B-cell,Batch3,Disease,42.63974278286553,36.62920688588477,41.462851964424296,56.23659285321915,58.52602782181731,58.63729850446522,42.19845419499158,54.29951297445233,57.1639002263545,42.3236078521626,62.99983119467993,42.407586814047534,38.65223499712245,59.4714424333262,45.28298143370694,57.058828386446436,error,31.52697717491899,57.82580372673147,53.73762426482393
Cell_371,Monocyte,Batch1,Healthy,50.51209310212461,55.12653001045149,49.22092942962808,49.66767169480325,52.21542261597392,51.06601083718515,56.223288080198735,60.52171044370505,64.58731786320118,52.74300969284056,44.652874586876266,48.001752714187525,46.13887322385309,49.232536876233915,48.012018437251655,59.07407271295531,46.22269290565818,58.62037530934063,47.14408169001747,56.21549053950762
Cell_372,Unknown,Batch3,Healthy,45.4114993435798,60.62227793627352,48.37642741508594,56.47618970412631,51.88748124228693,47.17804867349277,52.139398301523904,55.69302343540918,error,55.17445404721965,50.564029891952366,45.293826692953175,46.122878637643375,,52.232114858070894,47.681169558047905,46.692713217532486,59.504767907052766,46.04355495565436,60.87453256708304
Cell_373,B-cell,Batch3,Disease,51.7938462390223,60.21225994009296,69.83329656608548,47.027205484198454,,41.24345180351352,69.20752198913485,63.18217077561471,45.19911571741919,61.391476346052876,61.48913859648225,46.15428228544519,50.84914511793769,63.10313092803188,44.38730272986308,52.876932313603504,51.87986122362095,49.755676665303284,42.0274723491526,48.366007645721176
Cell_374,Unknown,Batch3,Disease,48.16169441131348,54.149571828555125,error,34.93203285973274,22.44592743254688,64.40428939583283,46.8499654218665,37.56325927405199,45.38574584466949,59.746120546749054,58.068844063474515,24.580196315772575,36.3907441035792,56.87711361759218,55.74792432191086,46.40495660607854,,74.45019150588695,34.64325066377792,49.84240540392568
Cell_375,Monocyte,Batch1,Healthy,48.89822141147754,51.385702581263615,42.23397837447273,error,33.41762137301755,45.79330425890313,40.64695842017073,63.83104950938913,53.517859846448104,54.63492606402578,44.503161559448195,44.24858041587357,38.93636541691746,56.179265440232335,42.14917311132574,41.54589245957192,25.32749072550889,61.218023469597085,55.992908208205,49.51272024179352
Cell_376,T-cell,Batch1,Healthy,51.53428902935192,62.4324670989559,34.5194525151453,41.04857406779713,40.03806215695086,37.63445336925915,59.589116179017104,39.09003179151925,52.08454431271001,42.327924859849574,75.69033989190842,35.083995088166056,66.81340955452316,44.15334762512782,41.653079185116155,42.47011523714443,47.091675113221775,30.574846392135253,56.221143059146776,34.3181194040216
Cell_377,T-cell,Batch1,Healthy,56.06521090233112,59.88833336867763,50.3208955090432,53.48756353309878,71.03752993507194,45.9065421760681,44.1073285984424,48.67368218790894,58.135473618001356,54.371197502183655,,52.23618391629307,46.783984707924276,35.89432956234967,51.64316978118561,49.53406592588761,42.65842696345896,63.40966582674536,49.151632120027784,
Cell_378,Unknown,Batch3,Disease,67.2212844821392,42.106123183285,59.927964239983694,,37.41039422512852,59.59933104286843,42.46781424833944,45.18936054402599,44.356752552828944,44.12518398270761,33.010173219503756,61.38359287553365,49.996400373911996,45.08613036107576,55.920570060005275,error,43.660519250020286,38.444876631746325,69.20338129371206,49.6414442768667
Cell_379,T-cell,Batch3,Disease,50.45412095590109,68.84327750686658,54.23887555965233,error,58.64488544198295,51.53754972546274,66.37606094807816,49.87671809533424,38.50499459967329,45.2347938990703,52.814021095152725,,44.703076889063524,53.13403438290255,58.01199829357978,47.17228418664082,41.71959834468184,52.736633134627,60.43751204372745,37.59942402535562
Cell_380,Unknown,Batch3,Healthy,54.53614137942094,50.297941355333876,48.43930907574114,53.069860741660605,50.58248226422463,53.31139481969169,49.834046202564046,42.14498398060134,49.39632698310504,47.11953208521543,47.99728030043936,48.00001804727563,61.886395667522734,40.21008238580124,68.32009695307882,32.16573349767502,43.68432267586124,48.26668866641758,60.94638707488752,62.07825712379346
Cell_381,NK,Batch3,Disease,51.70376616040068,68.98924012827851,49.818883353820624,60.99523199721513,37.043617209265676,59.0475216153806,46.89838712884581,53.245049032752824,49.381309981710395,49.12607074970855,41.654346157646145,47.08895209192293,61.749706719229714,58.64212659512961,37.899762443349,49.847894807317154,51.59631801614785,71.18190724570317,,55.21991881404436
Cell_382,NK,Batch3,Healthy,48.58572538265788,57.780060307083076,50.95064782219472,51.542223795187624,49.74051776498004,42.48280194734254,43.71050464518876,51.72356515491147,45.97550915731598,67.08514181978458,30.995285485697398,48.86145969758814,41.950507579893014,44.81107084692849,42.842015469198024,60.3104267002223,41.22455894071419,52.96117567786692,41.89187440574644,36.46405122370031
Cell_383,Unknown,Batch2,Disease,53.2184481919737,42.20208533469817,42.94476493834556,36.68815912703306,56.182971925237865,60.08036052256738,,52.47803269169915,70.47932263855671,64.51234868335503,,44.50657021476522,error,53.10093189615118,44.2245267744587,32.49036889225327,53.82784549871253,38.90479070756911,52.56302377841126,63.91171371242361
Cell_384,B-cell,Batch1,Healthy,35.26129913493824,44.30696576577753,61.40921530412125,56.21246812082388,51.573205260887896,46.71043302602959,49.107532615019714,33.25161039701437,42.076578740172614,44.276951141232786,50.43091367204593,41.439329917999714,37.75716690032538,54.62591375285373,40.23690799003147,51.32667535752525,63.38402186120781,59.5041035787358,39.04288593831815,46.368820256174864
Cell_385,NK,Batch3,Healthy,63.671405579955,45.17945973944932,55.00048003433731,error,24.91774318999163,47.07321452118197,62.07872996021245,71.44723359696049,38.41183211227824,40.926951301194975,52.82121327670407,62.79303252159075,52.27142000771786,47.97156083709289,45.49044431398979,55.14674721880903,55.42246151149858,44.55159254563283,41.37998706984765,39.20719580155033
Cell_386,Unknown,Batch3,Disease,48.29779412863226,41.83015556010368,44.32770956052673,65.62475701830364,51.51921576900583,51.69204823697415,47.636002011931474,32.93463521071505,35.2914412554694,53.569757826849674,48.944367932885086,40.61049291832303,30.148953575764533,60.27230415089789,34.123086976165126,19.441040796467618,47.78835586610928,41.95138224914101,52.53161787691576,58.82192432708142
Cell_387,NK,Batch3,Disease,55.09007006464847,57.77955760869689,43.275315589508246,53.4246247066844,32.75165160422854,31.418586289445305,58.36528630313231,43.17502910849731,46.59336638509808,53.02808284874736,error,39.50328643086274,42.148650520101924,51.68182181398014,41.79427449327429,52.6593284903295,34.052019326110624,45.81954932899006,46.521744509199856,34.10609849329042
Cell_388,B-cell,Batch1,Disease,,67.59989210020473,51.28358348675038,38.24428936691884,58.2234286630093,33.48521208780234,50.261466397772296,33.70006108179891,56.13651572623934,46.187041107810124,34.96765507500711,63.93860926778312,30.984028640772966,44.24064189743798,63.2080792354281,error,48.794824925859736,49.90380905295483,58.72068418736757,69.03971223771663
Cell_389,Monocyte,Batch3,Disease,51.51841609299428,49.55681314563695,34.15243069708724,43.73171914898292,,40.26783714062756,45.92305097488628,46.30387491250516,error,41.22098784381898,41.060242437372196,53.890202201287096,error,35.1648745909697,39.54188378605096,35.22997085400247,54.149745789089515,58.01521033807488,49.656379964606955,49.75717187150284
Cell_390,NK,Batch3,Disease,48.61675318461664,48.86445971436305,54.922174609676205,55.48536135718991,42.71115817472775,59.101849861411864,55.737306795553074,55.59455230540881,47.594085014778805,62.743233889139205,47.00734600926144,49.46706820022854,68.5911447229077,39.69299788968051,40.73438071251612,45.80188458764098,36.77265941694605,52.14775630864724,60.79356998003725,57.023115803803464
Cell_391,Unknown,Batch1,Healthy,53.635152410896026,error,48.50527332538157,25.317519229729342,64.88844027452483,54.143309095216544,55.729287121161306,43.56219743492176,33.861993858083274,48.1630830653375,54.91507961573976,48.661003783375406,43.14977580221618,29.574208832492484,49.362576219560715,57.10469903254066,44.06163337158743,,error,56.508412116957906
Cell_392,T-cell,Batch1,Healthy,38.59389900586766,43.228376737942185,57.09029063157713,50.719677581858456,29.55694956094286,33.79680127434256,56.26492558302428,60.89586176229814,34.55495717702142,51.837769677151435,34.19342698615738,41.879498502255174,58.02579624260834,35.676334974060374,44.20722348686818,62.852115255270704,53.57137409584702,,53.926238735100455,53.285105536379575
Cell_393,T-cell,Batch3,Disease,,51.64647638445304,50.92399374125496,33.7257394700917,57.988911313914755,42.65273050070098,37.88939371859736,53.94980953863848,46.177335560093475,60.08366823189845,62.82525437782285,52.09700159058803,41.97208953960154,36.4084548706917,64.6829019833066,46.36255070224229,53.44988081798733,53.465804260377844,41.848622961482114,53.92859296110768
Cell_394,Monocyte,Batch3,Disease,63.208450982702395,43.26650665659826,,52.677616349641944,51.150295268637,53.31617088550249,26.644828094521134,error,44.831913701984824,53.943805591395765,57.42957125491241,47.498003913754665,45.610699484720605,39.7883421938497,54.701659574658166,64.97626403579964,52.193737055173,49.07163869922847,47.8546442660487,51.30433518947339
Cell_395,NK,Batch1,Disease,55.14771465009439,42.30639544689051,46.86054964281553,56.89251698751587,,54.26027097206688,56.30473714124259,59.49185380671116,57.80367848956886,64.70260206926464,63.72392581205735,error,59.726152393942954,40.47763019506375,36.839700835619254,61.465603306742906,error,51.46188646514501,46.90419153477779,57.721521557549906
Cell_396,NK,Batch3,Healthy,63.53975344419714,50.60748084634186,60.65585533822201,31.195783873420922,46.61691398661334,46.39149647606719,error,,44.85591150293292,44.15376307894697,35.032263162831214,31.272026747444666,54.44057640794936,36.253853973944516,41.436231111878584,33.99000010643293,57.37598775618859,42.627985467522166,63.251618921017446,51.587313784613706
Cell_397,Monocyte,Batch2,Disease,57.858450452226435,59.11067774287196,54.115831852939706,41.22336210464482,49.07646700703001,51.14430464365471,67.10942920139863,37.03774195024302,54.14812893524021,77.1087660174274,32.220228666904276,60.741516548367166,41.0201926368449,53.68368729655588,76.08614641213943,32.35088444079648,42.02009990430575,46.87354635834869,49.41821112233954,50.008847882226206
